name,category,asr_model,genai_model,sum_num_words,bertscore,rouge,compression_rate,density,coverage,summac
neurologie,Dokter Patient,NVIDIA Parakeet TDT 0.6B v3,transcript_Opus-4.8,506,"[0.84268, 0.82979, 0.83619]",0.46564885496183206,0.726258309591643,1.0711462450592886,0.0,0.4558054526006022
interview-113,interviews,NVIDIA Parakeet TDT 0.6B v3,transcript_Opus-4.8,525,"[0.82822, 0.83297, 0.83059]",0.47971781305114636,0.40657752078062886,1.7333333333333334,0.0,0.4861563180262844
abdomen,Dokter Patient,Qwen3 ASR 1.7B,transcript_Opus-4.8,572,"[0.80379, 0.78018, 0.79181]",0.4856512141280353,1.1292288936299908,1.4283216783216783,0.0,0.47537783552438784
auto-immuunziekten,Dokter Patient,Whisper-large-v3-fast,transcript_Opus-4.8,485,"[0.78243, 0.76265, 0.77241]",0.46436285097192226,0.8209441128594682,1.3670103092783505,0.0,0.41713490084775035
misbruik,Psychologische gespreksvoering,NVIDIA Canary 1B v2,transcript_Opus-4.8,706,"[0.75764, 0.7708, 0.76416]",0.5116279069767442,0.49164265129683,0.78328611898017,0.0,0.39170415507895606
ouderen-zorg,interviews,NVIDIA Parakeet TDT 0.6B v3,transcript_Opus-4.8,733,"[0.65082, 0.64137, 0.64606]",0.3425925925925926,0.1636719548894148,1.2987721691678036,0.0,0.3704836204483667
hulpverleners,interviews,Whisper-large-v3-fast,transcript_Opus-4.8,735,"[0.86978, 0.87039, 0.87009]",0.6513761467889908,0.35944667937045666,3.289795918367347,0.0,0.5451745467801248
ademhaling,Dokter Patient,Whisper-large-v3-fast,transcript_Opus-4.8,235,"[0.73645, 0.7484, 0.74238]",0.3944223107569721,1.4124513618677044,0.8170212765957446,0.0,0.16473268647678196
ouderen-zorg,interviews,Qwen3 ASR 1.7B,transcript_Opus-4.8,703,"[0.67141, 0.66411, 0.66774]",0.3854166666666667,0.16571712390802582,1.4153627311522048,0.0,0.3825202141153185
bewegingsapparaat,Dokter Patient,Qwen3 ASR 1.7B,transcript_Opus-4.8,473,"[0.74106, 0.72016, 0.73046]",0.48884381338742394,0.8832533013205283,0.904862579281184,0.0,0.3958256727705399
antidepressiva,Psychologische gespreksvoering,gt,transcript_Opus-4.8,687,"[1.0, 1.0, 1.0]",1.0,0.5345598569055833,1.0305676855895196,0.0,0.40962118382860974
interview-113,interviews,Qwen3 ASR 1.7B,transcript_Opus-4.8,524,"[0.78774, 0.78848, 0.78811]",0.43209876543209874,0.42452716540175883,1.868320610687023,0.0,0.48059351807055267
ouder-worden-2040,interviews,gt,transcript_Opus-4.8,594,"[1.0, 1.0, 1.0]",1.0,0.38819632115770203,1.8451178451178452,0.0,0.5410190602498395
neurologie,Dokter Patient,NVIDIA Canary 1B v2,transcript_Opus-4.8,553,"[0.69515, 0.71673, 0.70578]",0.40458015267175573,0.8736942070275404,1.135623869801085,0.0,0.4930069457852479
studie,Psychologische gespreksvoering,NVIDIA Parakeet TDT 0.6B v3,transcript_Opus-4.8,572,"[0.84401, 0.81811, 0.83086]",0.41451612903225804,0.47357555739058627,1.2080419580419581,0.0,0.3611656504458395
antidepressiva,Psychologische gespreksvoering,NVIDIA Parakeet TDT 0.6B v3,transcript_Opus-4.8,511,"[0.82985, 0.8461, 0.8379]",0.36588921282798836,0.4087134278778587,1.1428571428571428,0.0,0.40323977012719425
GGZ-exposure-therapie,interviews,NVIDIA Canary 1B v2,transcript_Opus-4.8,634,"[0.72521, 0.74238, 0.7337]",0.40965732087227413,0.1664336667025128,1.4432176656151419,0.0,0.5145582934220632
ouderen-zorg,interviews,NVIDIA Canary 1B v2,transcript_Opus-4.8,783,"[0.65824, 0.65292, 0.65557]",0.41087962962962965,0.16533730680456948,1.4853128991060025,0.0,0.31552888113909805
